prev_indices,next_indices,syllables,rhyme_id
3374 2931 5261 4337 2420 90 5476 711 3330 2822 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 2375 158 221 2810 4187 90 730 4015 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,194
213 2375 158 221 2810 4187 90 730 4015 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 4962 3899 4337 5606 1958 5452 5606 729 1425 3186 2822 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,693
737 4962 3899 4337 5606 1958 5452 5606 729 1425 3186 2822 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,125 4957 5064 4962 1645 2375 5433 3608 90 711 3330 5050 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,194
125 4957 5064 4962 1645 2375 5433 3608 90 711 3330 5050 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5050 4957 744 3186 2436 3349 3657 1203 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,693
5050 4957 744 3186 2436 3349 3657 1203 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 4805 5064 413 3302 3352 3349 1593 2829 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,694
2378 4805 5064 413 3302 3352 3349 1593 2829 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5407 4253 5443 1 5452 2375 3269 1 1613 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,418
3338 5452 2498 178 2498 178 1662 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5588 4998 4962 3899 3352 347 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,47
5588 4998 4962 3899 3352 347 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 4919 5606 178 2498 178 1662 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,36
2378 4919 5606 178 2498 178 1662 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5225 900 4651 5261 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,47
5225 900 4651 5261 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 2026 4285 4998 3475 3331 4040 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,133
5405 2026 4285 4998 3475 3331 4040 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3338 5452 2498 178 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,239
3338 5452 2498 178 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2947 2375 3761 4316 4520 4264 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,83
2947 2375 3761 4316 4520 4264 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4313 2176 3269 2391 5443 4313 1402 2420 1021 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,695
4313 2176 3269 2391 5443 4313 1402 2420 1021 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4957 2928 4957 4313 2929 2420 1408 2931 3269 3110 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,696
4957 2928 4957 4313 2929 2420 1408 2931 3269 3110 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 4313 5526 1460 3394 2228 3460 2853 297 2228 1895 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,697
737 4313 5526 1460 3394 2228 3460 2853 297 2228 1895 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3297 4918 2994 4957 158 2446 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,697
3297 4918 2994 4957 158 2446 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 1056 3330 4209 4258 4520 4252 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,698
4962 1056 3330 4209 4258 4520 4252 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4553 5011 5622 158 3565 90 810 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,699
4553 5011 5622 158 3565 90 810 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4313 2810 1878 2498 2377 2598 4678 1425 2358 213 1390 2139 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,700
4313 2810 1878 2498 2377 2598 4678 1425 2358 213 1390 2139 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8 4959 1563 3110 5064 740 2228 90 1717 3435 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,296
8 4959 1563 3110 5064 740 2228 90 1717 3435 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3330 3242 162 8 2228 347 1223 1408 3906 800 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,701
3330 3242 162 8 2228 347 1223 1408 3906 800 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4316 4520 3700 5511 4962 3519 3717 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,296
4316 4520 3700 5511 4962 3519 3717 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1123 140 90 796 4520 4313 3197 2228 1244 172 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,367
1123 140 90 796 4520 4313 3197 2228 1244 172 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4313 2133 2139 4520 2852 4957 2498 2854 2810 5417 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,702
4313 2133 2139 4520 2852 4957 2498 2854 2810 5417 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4967 4313 1212 2498 178 3331 3297 4313 2853 2810 1586 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,490
4967 4313 1212 2498 178 3331 3297 4313 2853 2810 1586 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 4313 413 1264 5511 4537 2497 4957 5606 776 449 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,490
213 4313 413 1264 5511 4537 2497 4957 5606 776 449 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4408 514 1709 126 5064 3998 213 5431 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,490
4408 514 1709 126 5064 3998 213 5431 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 5452 2498 1662 1425 5473 5606 2026 762 3297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,462
213 5452 2498 1662 1425 5473 5606 2026 762 3297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,748 748 213 5452 2498 178 1662 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,132
748 748 213 5452 2498 178 1662 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2947 2375 3761 2378 4520 4264 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,47
2947 2375 3761 2378 4520 4264 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4959 5479 5606 195 4253 2994 5511 297 2755 3352 3330 3186 5391 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,695
4959 5479 5606 195 4253 2994 5511 297 2755 3352 3330 3186 5391 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4081 213 3477 1409 1465 2994 1154 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,703
4081 213 3477 1409 1465 2994 1154 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 776 1589 3766 3291 3478 4957 5306 4253 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,78
2375 776 1589 3766 3291 3478 4957 5306 4253 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4967 2375 4595 1842 2353 686 3349 4998 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,5
4967 2375 4595 1842 2353 686 3349 4998 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2598 5064 413 2810 3256 5606 158 5261 3349 4998 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,521
2598 5064 413 2810 3256 5606 158 5261 3349 4998 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 2375 776 1589 2005 5064 4962 2091 4721 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,521
213 2375 776 1589 2005 5064 4962 2091 4721 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5513 4537 43 4959 957 213 90 4335 5511 90 4900 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,347
5513 4537 43 4959 957 213 90 4335 5511 90 4900 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2498 4257 5405 2839 4962 203 1438 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,506
2498 4257 5405 2839 4962 203 1438 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 4962 3529 2246 5261 2036 4962 2888 4265 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,506
737 4962 3529 2246 5261 2036 4962 2888 4265 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4962 3721 3529 1390 4962 5223 4984 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,704
4962 3721 3529 1390 4962 5223 4984 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1814 4962 4060 5064 4028 213 1333 4049 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,597
1814 4962 4060 5064 4028 213 1333 4049 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 4330 426 4975 2179 5272 1786 8 4975 1292 5272 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,597
5405 4330 426 4975 2179 5272 1786 8 4975 1292 5272 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 5175 740 349 3391 66 116 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,152
5405 5175 740 349 3391 66 116 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 1814 4957 3451 2853 2339 2885 5407 4715 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,705
213 1814 4957 3451 2853 2339 2885 5407 4715 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1589 2393 5606 2420 90 464 5606 4704 90 3256 2420 90 1129 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,706
1589 2393 5606 2420 90 464 5606 4704 90 3256 2420 90 1129 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 5452 2498 178 1662 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,706
213 5452 2498 178 1662 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 4187 1878 4962 3647 4959 2339 2375 5132 12 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,47
2375 4187 1878 4962 3647 4959 2339 2375 5132 12 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 740 3391 5402 3394 3330 2522 737 5405 776 740 1856 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,267
5405 740 3391 5402 3394 3330 2522 737 5405 776 740 1856 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5407 740 90 2872 3330 982 737 5405 1408 3906 3225 12 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,707
5407 740 90 2872 3330 982 737 5405 1408 3906 3225 12 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4984 5405 740 5064 1139 5261 5444 2447 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,267
4984 5405 740 5064 1139 5261 5444 2447 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8 4975 2916 5272 2179 3392 213 2881 4975 5410 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,361
8 4975 2916 5272 2179 3392 213 2881 4975 5410 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4959 5479 4356 2283 5454 4962 377 297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,527
4959 5479 4356 2283 5454 4962 377 297 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1468 1261 740 2577 1148 740 1145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,291
1468 1261 740 2577 1148 740 1145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 4962 5471 2947 1958 3427 3331 3330 178 3330 4957 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,170
213 4962 5471 2947 1958 3427 3331 3330 178 3330 4957 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 2375 158 1589 2026 118 2279 4951 5002 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,291
737 2375 158 1589 2026 118 2279 4951 5002 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8 1878 2498 2375 5433 5064 2517 5511 53 5002 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,708
8 1878 2498 2375 5433 5064 2517 5511 53 5002 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,438 2375 2133 90 2327 213 2376 1390 2498 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,708
438 2375 2133 90 2327 213 2376 1390 2498 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,832 2375 5372 413 3349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,72
832 2375 5372 413 3349 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,34 3463 3810 90 464 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,253
34 3463 3810 90 464 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 5374 5064 118 375 2810 2501 178 4934 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,709
2375 5374 5064 118 375 2810 2501 178 4934 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2036 90 1130 3483 495 2375 5526 1958 4587 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,710
2375 2036 90 1130 3483 495 2375 5526 1958 4587 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2036 90 3738 5511 4593 438 2375 1958 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,710
2375 2036 90 3738 5511 4593 438 2375 1958 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 178 4264 2378 2598 4962 1753 5064 128 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,34
5405 178 4264 2378 2598 4962 1753 5064 128 2498 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,748 748 213 5452 2498 1662 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,34
748 748 213 5452 2498 1662 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5405 2026 4368 12 2339 5405 1958 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,47
5405 2026 4368 12 2339 5405 1958 1425 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3297 1 5606 2598 2810 90 4144 456 5606 4182 3186 1 5452 2498 178 2498 178 1662 1425 89 0 0 0 0 0 0 0 0 0 0,7,47
5588 646 2420 646 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2393 5609 2388 5261 3789 5614 4456 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,188
2393 5609 2388 5261 3789 5614 4456 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3809 90 484 5159 3789 5614 2623 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,188
3809 90 484 5159 3789 5614 2623 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1977 2005 5486 213 3789 5614 1216 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,188
1977 2005 5486 213 3789 5614 1216 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,646 2420 646 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,188
646 2420 646 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2783 4965 2268 1730 3789 90 5417 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,188
2783 4965 2268 1730 3789 90 5417 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2393 90 3256 118 5261 3789 90 1314 1500 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,188
2393 90 3256 118 5261 3789 90 1314 1500 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5452 2375 3789 4962 3571 3394 3258 2810 3506 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,188
5452 2375 3789 4962 3571 3394 3258 2810 3506 3394 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2025 3125 3330 4957 706 2387 3865 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,188
2025 3125 3330 4957 706 2387 3865 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2037 22 5064 3131 213 2695 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,446
2375 2037 22 5064 3131 213 2695 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 2491 2498 1104 5064 3865 101 2021 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,585
737 2491 2498 1104 5064 3865 101 2021 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2393 2375 5073 4962 5541 2375 1107 2498 1868 1964 213 2938 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,711
2393 2375 5073 4962 5541 2375 1107 2498 1868 1964 213 2938 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1753 3256 5511 90 464 213 90 353 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,712
1753 3256 5511 90 464 213 90 353 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2387 854 809 2777 213 90 2660 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,713
2387 854 809 2777 213 90 2660 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,195 4147 2393 2375 3868 2376 4187 4541 4389 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,713
195 4147 2393 2375 3868 2376 4187 4541 4389 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,737 3297 2378 3872 6 3110 2268 213 4046 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,714
737 3297 2378 3872 6 3110 2268 213 4046 145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 2501 4704 101 4962 461 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,72
213 2501 4704 101 4962 461 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,486 2354 213 5445 3387 4852 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,715
486 2354 213 5445 3387 4852 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4751 3197 939 3125 913 4951 3528 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,716
4751 3197 939 3125 913 4951 3528 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5443 5606 2026 740 3245 5445 3242 5136 2498 2491 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,717
5443 5606 2026 740 3245 5445 3242 5136 2498 2491 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2378 5175 4592 3186 4641 213 2378 4520 663 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,207
2378 5175 4592 3186 4641 213 2378 4520 663 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2853 349 2810 1227 5383 2375 3349 1145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,423
2375 2853 349 2810 1227 5383 2375 3349 1145 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 2996 5194 3610 856 2375 3349 4957 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,170
2375 2996 5194 3610 856 2375 3349 4957 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5443 4962 2220 5383 5571 5511 2994 1246 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8,291
5443 4962 2220 5383 5571 5511 2994 1246 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4404 188 5511 2994 5577 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,718
4404 188 5511 2994 5577 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2393 5609 2388 5261 3789 5614 4456 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,591
2393 5609 2388 5261 3789 5614 4456 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3809 90 484 5159 3789 5614 2623 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,454
3809 90 484 5159 3789 5614 2623 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1977 2005 5486 213 3789 5614 1216 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,249
1977 2005 5486 213 3789 5614 1216 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3297 1589 5003 2375 5433 5064 1021 213 1462 3394 3330 4209 3828 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,249
3297 1589 5003 2375 5433 5064 1021 213 1462 3394 3330 4209 3828 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2375 195 2133 90 3553 90 3722 2344 1339 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15,94
2375 195 2133 90 3553 90 3722 2344 1339 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2704 5058 3330 1962 4053 3331 744 2125 2810 4998 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,94
2704 5058 3330 1962 4053 3331 744 2125 2810 4998 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,213 1983 2194 2491 2810 90 5442 4959 5279 90 5084 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,521
213 1983 2194 2491 2810 90 5442 4959 5279 90 5084 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5431 2378 2420 4962 989 1814 90 2819 5048 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13,306
5431 2378 2420 4962 989 1814 90 2819 5048 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,118 3297 213 1958 4537 122 1814 90 1855 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11,202
118 3297 213 1958 4537 122 1814 90 1855 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2722 3349 2375 3044 869 1814 3188 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,719
2722 3349 2375 3044 869 1814 3188 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2203 2228 2947 5383 4962 604 3330 4962 1786 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,720
